	t	year	month	day hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
    6589    2007      10       2      12    13.6    86.0     4.0   200.0   405.8   258.8   330.7    0.01
    6590    2007      10       2      13    14.0    84.0     4.0   180.0   274.7   202.3   167.0    0.01
    6591    2007      10       2      14    14.3    82.0     4.0   180.0   324.2   238.9   219.2    0.01
    6592    2007      10       2      15    13.9    82.3     4.0   180.0   152.5   136.2    52.0    0.01
    6593    2007      10       2      16    13.4    82.7     4.0   180.0   153.1   106.8   215.4    0.01
    6594    2007      10       2      17    13.0    83.0     4.0   180.0    78.9    69.8    91.8    0.01
    6595    2007      10       2      18    12.4    87.0     3.3   180.0     9.7     9.7     0.0    0.01
    6596    2007      10       2      19    11.8    91.0     2.7   160.0     0.0     0.0     0.0    0.01
    6597    2007      10       2      20    11.2    95.0     2.0   160.0     0.0     0.0     0.0    0.01
    6598    2007      10       2      21    10.3    96.0     1.3   160.0     0.0     0.0     0.0    0.01
    6599    2007      10       2      22     9.5    97.0     0.7   160.0     0.0     0.0     0.0    0.01
    6600    2007      10       2      23     8.6    98.0     0.0     0.0     0.0     0.0     0.0    0.00
    6601    2007      10       2       0     8.0    98.3     0.7    30.0     0.0     0.0     0.0    0.00
    6602    2007      10       2       1     7.5    98.7     1.3    30.0     0.0     0.0     0.0    0.00
    6603    2007      10       3       2     6.9    99.0     2.0    30.0     0.0     0.0     0.0    0.00
    6604    2007      10       3       3     7.3    99.0     2.0    30.0     0.0     0.0     0.0    0.00
    6605    2007      10       3       4     7.8    99.0     2.0    20.0     0.0     0.0     0.0    0.00
    6606    2007      10       3       5     8.2    99.0     2.0    20.0     0.0     0.0     0.0    0.00
    6607    2007      10       3       6     8.4    99.3     2.7    20.0     0.0     0.0     0.0    0.00
    6608    2007      10       3       7     8.6    99.7     3.3    30.0     1.9     1.9     0.0    0.00
    6609    2007      10       3       8     8.8   100.0     4.0    30.0    23.3    23.3     0.0    0.00
    6610    2007      10       3       9     9.1    99.3     4.0    30.0    35.8    35.8     0.2    0.00
    6611    2007      10       3      10     9.5    98.7     4.0    10.0    60.3    59.8     1.4    0.00
    6612    2007      10       3      11     9.8    98.0     4.0    10.0    69.2    68.4     1.8    0.00
    6613    2007      10       3      12    10.2    96.3     4.3    10.0    88.6    88.1     1.2    0.00
    6614    2007      10       3      13    10.5    94.7     4.7    20.0    95.8    95.3     1.1    0.00
    6615    2007      10       3      14    10.9    93.0     5.0    20.0    85.0    84.1     2.5    0.00
    6616    2007      10       3      15    11.0    91.3     4.7    20.0   146.7   142.4    13.9    0.00
    6617    2007      10       3      16    11.1    89.7     4.3   350.0    54.2    53.8     2.1    0.00
    6618    2007      10       3      17    11.2    88.0     4.0   350.0    26.4    26.4     0.0    0.00
    6619    2007      10       3      18    11.0    88.7     4.0   350.0     6.4     6.4     0.0    0.00
    6620    2007      10       3      19    10.7    89.3     4.0   360.0     0.0     0.0     0.0    0.00
    6621    2007      10       3      20    10.5    90.0     4.0   360.0     0.0     0.0     0.0    0.00
    6622    2007      10       3      21    10.5    91.3     4.0   360.0     0.0     0.0     0.0    0.00
    6623    2007      10       3      22    10.6    92.7     4.0   360.0     0.0     0.0     0.0    0.00
    6624    2007      10       3      23    10.6    94.0     4.0   360.0     0.0     0.0     0.0    0.00
    6625    2007      10       3       0    10.8    94.7     4.0   360.0     0.0     0.0     0.0    0.00
    6626    2007      10       3       1    10.9    95.3     4.0    20.0     0.0     0.0     0.0    0.00
    6627    2007      10       4       2    11.1    96.0     4.0    20.0     0.0     0.0     0.0    0.00
    6628    2007      10       4       3    11.2    96.7     4.3    20.0     0.0     0.0     0.0    0.00
    6629    2007      10       4       4    11.2    97.3     4.7    20.0     0.0     0.0     0.0    0.00
    6630    2007      10       4       5    11.3    98.0     5.0    20.0     0.0     0.0     0.0    0.00
    6631    2007      10       4       6    11.4    98.0     4.7    20.0     0.0     0.0     0.0    0.00
    6632    2007      10       4       7    11.6    98.0     4.3    30.0     0.6     0.6     0.0    0.00
    6633    2007      10       4       8    11.7    98.0     4.0    30.0     4.7     4.7     0.0    1.20
    6634    2007      10       4       9    11.9    98.0     4.0    30.0    22.5    22.3     0.9    0.00
    6635    2007      10       4      10    12.2    98.0     4.0    40.0    56.4    55.3     3.1    0.00
    6636    2007      10       4      11    12.4    98.0     4.0    40.0    44.4    43.6     1.9    0.00
    6637    2007      10       4      12    12.9    96.0     4.0    40.0    87.8    85.3     5.7    0.00
    6638    2007      10       4      13    13.3    94.0     4.0    80.0   108.1   104.8     7.8    0.00
    6639    2007      10       4      14    13.8    92.0     4.0    80.0   173.6   151.4    58.9    0.00
    6640    2007      10       4      15    13.5    93.7     3.3    80.0    36.9    35.4     5.1    0.00
    6641    2007      10       4      16    13.3    95.3     2.7    40.0    14.2    12.8     6.9    0.00
    6642    2007      10       4      17    13.0    97.0     2.0    40.0     8.1     8.1     0.0    0.00
    6643    2007      10       4      18    12.8    97.3     2.3    40.0     0.8     0.8     0.0    0.00
    6644    2007      10       4      19    12.5    97.7     2.7   110.0     0.0     0.0     0.0    0.00
    6645    2007      10       4      20    12.3    98.0     3.0   110.0     0.0     0.0     0.0    0.80
    6646    2007      10       4      21    11.5    98.0     2.7   110.0     0.0     0.0     0.0    0.00
    6647    2007      10       4      22    10.8    98.0     2.3    30.0     0.0     0.0     0.0    0.00
    6648    2007      10       4      23    10.0    98.0     2.0    30.0     0.0     0.0     0.0    0.00
    6649    2007      10       4       0     9.5    98.3     2.0    30.0     0.0     0.0     0.0    0.00
    6650    2007      10       4       1     9.1    98.7     2.0    20.0     0.0     0.0     0.0    0.00
    6651    2007      10       5       2     8.6    99.0     2.0    20.0     0.0     0.0     0.0    0.00
    6652    2007      10       5       3     8.8    99.3     1.7    20.0     0.0     0.0     0.0    0.00
    6653    2007      10       5       4     9.0    99.7     1.3   330.0     0.0     0.0     0.0    0.00
    6654    2007      10       5       5     9.2   100.0     1.0   330.0     0.0     0.0     0.0    0.00
    6655    2007      10       5       6     9.2   100.0     1.7   330.0     0.0     0.0     0.0    0.00
    6656    2007      10       5       7     9.1   100.0     2.3    10.0     3.1     3.1     0.0    0.00
    6657    2007      10       5       8     9.1   100.0     3.0    10.0    31.4    31.2     1.2    0.00
    6658    2007      10       5       9     9.7    99.7     3.3    10.0    65.0    63.6     5.1    0.00
    6659    2007      10       5      10    10.2    99.3     3.7    10.0   109.2   106.4     7.8    0.00
    6660    2007      10       5      11    10.8    99.0     4.0    10.0   148.1   130.0    44.7    0.00
    6661    2007      10       5      12    11.8    94.0     4.0    10.0   183.9   154.9    68.1    0.00
    6662    2007      10       5      13    12.8    89.0     4.0    20.0   211.4   173.8    90.7    0.00
    6663    2007      10       5      14    13.8    84.0     4.0    20.0   272.5   175.7   261.7    0.00
    6664    2007      10       5      15    14.2    81.3     4.0    20.0   228.6    96.2   450.1    0.00
    6665    2007      10       5      16    14.5    78.7     4.0    10.0   201.7   163.5   195.1    0.00
    6666    2007      10       5      17    14.9    76.0     4.0    10.0    70.6    70.6     0.0    0.00
    6667    2007      10       5      18    14.1    79.7     4.0    10.0    12.8    12.8     0.0    0.00
    6668    2007      10       5      19    13.4    83.3     4.0    10.0     0.0     0.0     0.0    0.00
    6669    2007      10       5      20    12.6    87.0     4.0    10.0     0.0     0.0     0.0    0.00
    6670    2007      10       5      21    12.2    89.0     4.0    10.0     0.0     0.0     0.0    0.00
    6671    2007      10       5      22    11.8    91.0     4.0    30.0     0.0     0.0     0.0    0.00
    6672    2007      10       5      23    11.4    93.0     4.0    30.0     0.0     0.0     0.0    0.00
    6673    2007      10       5       0    11.2    94.0     3.7    30.0     0.0     0.0     0.0    0.10
    6674    2007      10       5       1    10.9    95.0     3.3    60.0     0.0     0.0     0.0    0.17
    6675    2007      10       6       2    10.7    96.0     3.0    60.0     0.0     0.0     0.0    0.03
    6676    2007      10       6       3    10.2    96.3     2.3    60.0     0.0     0.0     0.0    0.00
    6677    2007      10       6       4     9.8    96.7     1.7    10.0     0.0     0.0     0.0    0.00
    6678    2007      10       6       5     9.3    97.0     1.0    10.0     0.0     0.0     0.0    0.00
    6679    2007      10       6       6     9.6    97.3     1.7    10.0     0.0     0.0     0.0    0.00
    6680    2007      10       6       7     9.9    97.7     2.3    30.0     6.1     6.1     0.0    0.00
    6681    2007      10       6       8    10.2    98.0     3.0    30.0    27.2    26.6     3.5    0.00
    6682    2007      10       6       9    10.9    94.3     3.7    30.0    49.2    48.3     3.4    0.00
    6683    2007      10       6      10    11.5    90.7     4.3    60.0   132.8   116.5    47.1    0.00
    6684    2007      10       6      11    12.2    87.0     5.0    60.0   152.5   142.9    24.1    0.05
    6685    2007      10       6      12    12.4    85.7     4.7    60.0   175.0   137.4    89.3    0.00
    6686    2007      10       6      13    12.5    84.3     4.3    70.0   177.5   130.4   115.4    0.00
    6687    2007      10       6      14    12.7    83.0     4.0    70.0   179.7   108.8   195.2    0.15
    6688    2007      10       6      15    12.8    81.0     3.7    70.0   184.2   106.4   269.1    0.00
    6689    2007      10       6      16    12.9    79.0     3.3    50.0   176.4   156.9   103.0    0.00
    6690    2007      10       6      17    13.0    77.0     3.0    50.0    52.8    52.8     0.0    0.00
    6691    2007      10       6      18    12.3    82.3     3.0    50.0     5.0     5.0     0.0    0.00
    6692    2007      10       6      19    11.6    87.7     3.0    30.0     0.0     0.0     0.0    0.00
    6693    2007      10       6      20    10.9    93.0     3.0    30.0     0.0     0.0     0.0    0.00
    6694    2007      10       6      21    10.1    94.3     3.0    30.0     0.0     0.0     0.0    0.00
    6695    2007      10       6      22     9.4    95.7     3.0    40.0     0.0     0.0     0.0    0.00
    6696    2007      10       6      23     8.6    97.0     3.0    40.0     0.0     0.0     0.0    0.00
    6697    2007      10       6       0     8.6    97.3     3.0    40.0     0.0     0.0     0.0    0.00
    6698    2007      10       6       1     8.7    97.7     3.0    30.0     0.0     0.0     0.0    0.00
    6699    2007      10       7       2     8.7    98.0     3.0    30.0     0.0     0.0     0.0    0.00
    6700    2007      10       7       3     8.4    98.0     3.0    30.0     0.0     0.0     0.0    0.00
    6701    2007      10       7       4     8.0    98.0     3.0    30.0     0.0     0.0     0.0    0.00
    6702    2007      10       7       5     7.7    98.0     3.0    30.0     0.0     0.0     0.0    0.00
    6703    2007      10       7       6     7.8    98.0     3.0    30.0     0.0     0.0     0.0    0.00
    6704    2007      10       7       7     8.0    98.0     3.0    60.0     2.2     2.2     0.0    0.00
    6705    2007      10       7       8     8.1    98.0     3.0    60.0    50.8    29.1   142.0    0.00
