	t	year	month	day hour	Te	RHe_water	ws	wd	Rglob	Rdif	Rbeam	precip
    2731    2007       4      24      18     9.5    71.0     3.0    60.0    96.4    90.6    24.9    0.00
    2732    2007       4      24      19     8.6    78.0     3.0   170.0    48.1    45.5    23.8    0.00
    2733    2007       4      24      20     7.6    85.0     3.0   170.0     9.2     9.2     0.0    0.00
    2734    2007       4      24      21     7.1    86.7     3.0   170.0     0.0     0.0     0.0    0.00
    2735    2007       4      24      22     6.5    88.3     3.0   200.0     0.0     0.0     0.0    0.00
    2736    2007       4      24      23     6.0    90.0     3.0   200.0     0.0     0.0     0.0    0.00
    2737    2007       4      24       0     5.6    91.3     3.0   200.0     0.0     0.0     0.0    0.00
    2738    2007       4      24       1     5.2    92.7     3.0   190.0     0.0     0.0     0.0    0.00
    2739    2007       4      25       2     4.8    94.0     3.0   190.0     0.0     0.0     0.0    0.00
    2740    2007       4      25       3     5.1    92.7     3.0   190.0     0.0     0.0     0.0    0.00
    2741    2007       4      25       4     5.5    91.3     3.0   180.0     0.0     0.0     0.0    0.00
    2742    2007       4      25       5     5.8    90.0     3.0   180.0     3.6     3.6     0.0    0.00
    2743    2007       4      25       6     6.5    86.3     4.0   180.0    49.4    29.0   129.0    0.00
    2744    2007       4      25       7     7.2    82.7     5.0   190.0   170.3    62.4   380.0    0.00
    2745    2007       4      25       8     7.9    79.0     6.0   190.0   294.4   110.6   455.5    0.00
    2746    2007       4      25       9     8.3    78.0     6.0   190.0   351.1   235.0   227.3    0.00
    2747    2007       4      25      10     8.7    77.0     6.0   180.0   315.3   244.3   119.3    0.00
    2748    2007       4      25      11     9.1    76.0     6.0   180.0   497.5   256.7   368.5    0.00
    2749    2007       4      25      12     9.8    74.3     6.7   180.0   404.4   329.9   109.7    0.00
    2750    2007       4      25      13    10.6    72.7     7.3   230.0   525.8   365.7   237.9    0.00
    2751    2007       4      25      14    11.3    71.0     8.0   230.0   456.9   367.2   141.3    0.00
    2752    2007       4      25      15    10.4    79.0     7.3   230.0   102.2    97.4     8.5    0.00
    2753    2007       4      25      16     9.4    87.0     6.7   240.0    88.9    84.4     9.6    0.00
    2754    2007       4      25      17     8.5    95.0     6.0   240.0    63.6    60.3     9.0    1.78
    2755    2007       4      25      18     8.6    96.0     4.7   240.0    43.9    42.0     7.8    0.31
    2756    2007       4      25      19     8.7    97.0     3.3   240.0    28.9    28.3     5.1    0.00
    2757    2007       4      25      20     8.8    98.0     2.0   240.0     2.8     2.8     0.0    0.00
    2758    2007       4      25      21     8.3    97.3     2.0   240.0     0.0     0.0     0.0    0.00
    2759    2007       4      25      22     7.8    96.7     2.0   230.0     0.0     0.0     0.0    0.00
    2760    2007       4      25      23     7.3    96.0     2.0   230.0     0.0     0.0     0.0    0.00
    2761    2007       4      25       0     6.8    96.7     1.3   230.0     0.0     0.0     0.0    0.00
    2762    2007       4      25       1     6.2    97.3     0.7   230.0     0.0     0.0     0.0    0.00
    2763    2007       4      26       2     5.7    98.0     0.0     0.0     0.0     0.0     0.0    0.00
    2764    2007       4      26       3     6.0    97.7     0.7   210.0     0.0     0.0     0.0    0.00
    2765    2007       4      26       4     6.3    97.3     1.3   210.0     0.0     0.0     0.0    0.00
    2766    2007       4      26       5     6.6    97.0     2.0   210.0     0.8     0.8     0.0    0.00
    2767    2007       4      26       6     7.4    94.7     2.0   210.0     9.2     9.0     1.5    0.00
    2768    2007       4      26       7     8.1    92.3     2.0   200.0    70.3    65.9    15.1    0.00
    2769    2007       4      26       8     8.9    90.0     2.0   200.0   226.9   128.1   242.0    0.00
    2770    2007       4      26       9    11.1    82.3     2.3   200.0   300.6   204.6   186.4    0.00
    2771    2007       4      26      10    13.4    74.7     2.7   190.0   358.1   250.7   179.3    0.00
    2772    2007       4      26      11    15.6    67.0     3.0   190.0   514.2   216.9   452.2    0.00
    2773    2007       4      26      12    16.2    63.7     4.0   190.0   670.6   299.5   543.0    0.00
    2774    2007       4      26      13    16.9    60.3     5.0   240.0   555.3   304.4   369.9    0.00
    2775    2007       4      26      14    17.5    57.0     6.0   240.0   416.1   356.9    92.7    0.00
    2776    2007       4      26      15    17.5    56.0     6.0   240.0   482.5   172.4   543.4    0.00
    2777    2007       4      26      16    17.5    55.0     6.0   230.0   390.0   163.5   474.7    0.00
    2778    2007       4      26      17    17.5    54.0     6.0   230.0   338.9    83.6   699.7    0.00
    2779    2007       4      26      18    16.0    56.3     5.7   230.0    87.8    81.7    25.3    0.00
    2780    2007       4      26      19    14.6    58.7     5.3   240.0    43.1    39.3    32.1    0.00
    2781    2007       4      26      20    13.1    61.0     5.0   240.0    19.4    19.4     0.0    0.00
    2782    2007       4      26      21    11.4    67.3     4.7   240.0     0.3     0.3     0.0    0.00
    2783    2007       4      26      22     9.7    73.7     4.3   240.0     0.0     0.0     0.0    0.00
    2784    2007       4      26      23     8.0    80.0     4.0   240.0     0.0     0.0     0.0    0.00
    2785    2007       4      26       0     8.1    80.3     3.7   240.0     0.0     0.0     0.0    0.00
    2786    2007       4      26       1     8.2    80.7     3.3   230.0     0.0     0.0     0.0    0.00
    2787    2007       4      27       2     8.3    81.0     3.0   230.0     0.0     0.0     0.0    0.00
    2788    2007       4      27       3     8.1    83.7     3.3   230.0     0.0     0.0     0.0    0.00
    2789    2007       4      27       4     7.9    86.3     3.7   290.0     0.0     0.0     0.0    0.00
    2790    2007       4      27       5     7.7    89.0     4.0   290.0     2.5     2.5     0.0    0.00
    2791    2007       4      27       6     8.5    86.0     4.3   290.0    25.6    23.9    10.4    0.00
    2792    2007       4      27       7     9.3    83.0     4.7   320.0    78.1    72.4    19.4    0.00
    2793    2007       4      27       8    10.1    80.0     5.0   320.0   231.7   136.9   229.6    0.00
    2794    2007       4      27       9    11.6    66.7     5.7   320.0   448.1    90.3   688.7    0.00
    2795    2007       4      27      10    13.2    53.3     6.3   330.0   567.5    90.5   788.9    0.00
    2796    2007       4      27      11    14.7    40.0     7.0   330.0   655.3    90.6   854.0    0.00
    2797    2007       4      27      12    15.5    37.3     7.7   330.0   713.9    79.9   921.1    0.00
    2798    2007       4      27      13    16.4    34.7     8.3   300.0   727.5    75.6   955.9    0.00
    2799    2007       4      27      14    17.2    32.0     9.0   300.0   692.2    76.8   957.5    0.00
    2800    2007       4      27      15    16.7    31.3    10.0   300.0   630.6    84.5   949.8    0.00
    2801    2007       4      27      16    16.3    30.7    11.0   290.0   531.9    82.1   933.6    0.00
    2802    2007       4      27      17    15.8    30.0    12.0   290.0   407.8    63.9   930.1    0.00
    2803    2007       4      27      18    14.5    33.3    10.3   290.0   268.1    51.2   878.2    0.00
    2804    2007       4      27      19    13.3    36.7     8.7   300.0   147.8    36.7   911.8    0.00
    2805    2007       4      27      20    12.0    40.0     7.0   300.0    26.4    26.4     0.0    0.00
    2806    2007       4      27      21    10.8    45.3     6.0   300.0     0.3     0.3     0.0    0.00
    2807    2007       4      27      22     9.5    50.7     5.0   280.0     0.0     0.0     0.0    0.00
    2808    2007       4      27      23     8.3    56.0     4.0   280.0     0.0     0.0     0.0    0.00
    2809    2007       4      27       0     7.7    59.0     4.3   280.0     0.0     0.0     0.0    0.00
    2810    2007       4      27       1     7.0    62.0     4.7   290.0     0.0     0.0     0.0    0.00
    2811    2007       4      28       2     6.4    65.0     5.0   290.0     0.0     0.0     0.0    0.00
    2812    2007       4      28       3     6.3    61.3     6.0   290.0     0.0     0.0     0.0    0.00
    2813    2007       4      28       4     6.2    57.7     7.0   340.0     0.0     0.0     0.0    0.00
    2814    2007       4      28       5     6.1    54.0     8.0   340.0     9.4     9.4     0.0    0.00
    2815    2007       4      28       6     6.0    53.3     8.0   340.0    81.9    25.2   326.6    0.00
    2816    2007       4      28       7     6.0    52.7     8.0   360.0   155.8    67.8   294.2    0.00
    2817    2007       4      28       8     5.9    52.0     8.0   360.0   335.6    71.1   633.0    0.00
    2818    2007       4      28       9     6.5    49.3     8.0   360.0   493.1   176.0   605.2    0.00
    2819    2007       4      28      10     7.1    46.7     8.0   330.0   475.6   168.4   504.7    0.00
    2820    2007       4      28      11     7.7    44.0     8.0   330.0   631.9   231.7   601.5    0.00
    2821    2007       4      28      12     7.6    42.7     7.7   330.0   233.6   194.1    57.0    0.00
    2822    2007       4      28      13     7.4    41.3     7.3   350.0   321.7   267.8    78.6    0.00
    2823    2007       4      28      14     7.3    40.0     7.0   350.0   391.9   316.4   116.8    0.00
    2824    2007       4      28      15     7.2    38.0     6.7   350.0   383.9   322.5   106.1    0.00
    2825    2007       4      28      16     7.0    36.0     6.3   360.0   299.4   222.3   159.0    0.00
    2826    2007       4      28      17     6.9    34.0     6.0   360.0   210.6   168.9   111.7    0.00
    2827    2007       4      28      18     6.5    35.3     5.3   360.0   143.6   122.2    85.6    0.00
    2828    2007       4      28      19     6.2    36.7     4.7    10.0    65.6    51.2   113.4    0.00
    2829    2007       4      28      20     5.8    38.0     4.0    10.0    36.1    36.1     0.0    0.00
    2830    2007       4      28      21     4.2    46.3     3.0    10.0     0.6     0.6     0.0    0.00
    2831    2007       4      28      22     2.6    54.7     2.0   300.0     0.0     0.0     0.0    0.00
    2832    2007       4      28      23     1.0    63.0     1.0   300.0     0.0     0.0     0.0    0.00
    2833    2007       4      28       0     0.7    64.0     1.7   300.0     0.0     0.0     0.0    0.00
    2834    2007       4      28       1     0.4    65.0     2.3   320.0     0.0     0.0     0.0    0.00
    2835    2007       4      29       2     0.1    66.0     3.0   320.0     0.0     0.0     0.0    0.00
    2836    2007       4      29       3    -0.5    68.3     3.0   320.0     0.0     0.0     0.0    0.00
    2837    2007       4      29       4    -1.0    70.7     3.0   320.0     0.0     0.0     0.0    0.00
    2838    2007       4      29       5    -1.6    73.0     3.0   320.0     5.8     5.8     0.0    0.00
    2839    2007       4      29       6    -0.4    67.3     3.0   320.0    56.1    31.9   135.5    0.00
    2840    2007       4      29       7     0.7    61.7     3.0   290.0   150.8    90.1   200.7    0.00
    2841    2007       4      29       8     1.9    56.0     3.0   290.0   179.2   160.9    43.4    0.00
    2842    2007       4      29       9     3.1    52.3     4.3   290.0   227.2   208.8    34.8    0.00
    2843    2007       4      29      10     4.4    48.7     5.7   280.0   350.3   309.4    66.7    0.00
    2844    2007       4      29      11     5.6    45.0     7.0   280.0   249.7   231.4    27.4    0.00
    2845    2007       4      29      12     6.2    45.0     7.0   280.0   378.3   344.7    48.3    0.00
    2846    2007       4      29      13     6.9    45.0     7.0   290.0   444.7   337.1   156.0    0.00
    2847    2007       4      29      14     7.5    45.0     7.0   290.0   203.6   189.7    21.4    0.00
    2848    2007       4      29      15     7.5    48.3     6.7   290.0   212.5   194.4    31.0    0.00
    2849    2007       4      29      16     7.4    51.7     6.3   330.0   129.7   119.7    20.4    0.00
    2850    2007       4      29      17     7.4    55.0     6.0   330.0   212.8   160.2   139.1    0.00
    2851    2007       4      29      18     7.3    52.3     5.3   330.0   282.2    89.0   756.3    0.00
    2852    2007       4      29      19     7.2    49.7     4.7   260.0   117.8    53.1   495.8    0.00
    2853    2007       4      29      20     7.1    47.0     4.0   260.0    36.7    36.7     0.0    0.00
    2854    2007       4      29      21     5.2    60.0     5.0   260.0     0.6     0.6     0.0    0.00
    2855    2007       4      29      22     3.3    73.0     6.0   340.0     0.0     0.0     0.0    0.00
    2856    2007       4      29      23     1.4    86.0     7.0   340.0     0.0     0.0     0.0    1.09
    2857    2007       4      29       0     1.1    79.0     6.7   340.0     0.0     0.0     0.0    0.11
    2858    2007       4      29       1     0.8    72.0     6.3   340.0     0.0     0.0     0.0    0.00
    2859    2007       4      30       2     0.5    65.0     6.0   340.0     0.0     0.0     0.0    0.00
    2860    2007       4      30       3     0.2    63.7     6.7   340.0     0.0     0.0     0.0    0.00
    2861    2007       4      30       4    -0.2    62.3     7.3   340.0     0.0     0.0     0.0    0.00
    2862    2007       4      30       5    -0.5    61.0     8.0   340.0     7.5     7.5     0.0    0.00
    2863    2007       4      30       6     0.0    57.3     8.7   340.0    63.9    28.4   195.1    0.00
    2864    2007       4      30       7     0.6    53.7     9.3   350.0   217.8    47.7   553.5    0.00
    2865    2007       4      30       8     1.1    50.0    10.0   350.0   357.5    62.2   691.1    0.00
    2866    2007       4      30       9     2.0    46.0    10.3   350.0   483.9    81.7   754.7    0.00
    2867    2007       4      30      10     3.0    42.0    10.7    10.0   623.9   102.7   844.7    0.00
    2868    2007       4      30      11     3.9    38.0    11.0    10.0   675.8   112.9   834.7    0.00
    2869    2007       4      30      12     4.2    36.0    10.7    10.0   746.7   116.7   900.4    0.00
    2870    2007       4      30      13     4.6    34.0    10.3   360.0   679.4   184.4   713.8    0.00
    2871    2007       4      30      14     4.9    32.0    10.0   360.0   650.6   235.3   634.3    0.00
    2872    2007       4      30      15     4.9    31.7     9.7   360.0   563.9   229.3   570.7    0.00
    2873    2007       4      30      16     5.0    31.3     9.3   360.0   471.7   221.0   507.5    0.00
    2874    2007       4      30      17     5.0    31.0     9.0   360.0   322.2   186.7   355.6    0.00
    2875    2007       4      30      18     4.6    31.3     8.3   360.0   241.9   139.9   393.9    0.00
    2876    2007       4      30      19     4.3    31.7     7.7    30.0   133.3    71.0   459.2    0.00
    2877    2007       4      30      20     3.9    32.0     7.0    30.0    52.2    52.2     0.0    0.00
    2878    2007       4      30      21     2.6    38.0     5.7    30.0     1.1     1.1     0.0    0.00
    2879    2007       4      30      22     1.4    44.0     4.3   350.0     0.0     0.0     0.0    0.00
    2880    2007       4      30      23     0.1    50.0     3.0   350.0     0.0     0.0     0.0    0.00
    2881    2007       4      30       0    -0.4    52.3     3.3   350.0     0.0     0.0     0.0    0.00
    2882    2007       4      30       1    -0.9    54.7     3.7   360.0     0.0     0.0     0.0    0.00
    2883    2007       5       1       2    -1.4    57.0     4.0   360.0     0.0     0.0     0.0    0.00
    2884    2007       5       1       3    -1.7    60.0     3.7   360.0     0.0     0.0     0.0    0.00
    2885    2007       5       1       4    -2.1    63.0     3.3   360.0     0.0     0.0     0.0    0.00
    2886    2007       5       1       5    -2.4    66.0     3.0   360.0    12.2    12.2     0.0    0.00
    2887    2007       5       1       6    -0.9    59.3     3.0   360.0    91.1    30.8   321.9    0.00
    2888    2007       5       1       7     0.6    52.7     3.0    40.0   216.1    51.8   526.0    0.00
    2889    2007       5       1       8     2.1    46.0     3.0    40.0   351.9    72.0   647.8    0.00
    2890    2007       5       1       9     3.1    41.0     3.0    40.0   481.4    86.2   735.5    0.00
    2891    2007       5       1      10     4.0    36.0     3.0    30.0   602.8    86.2   831.7    0.00
    2892    2007       5       1      11     5.0    31.0     3.0    30.0   697.8    85.4   903.0    0.00
    2893    2007       5       1      12     5.9    28.0     2.7    30.0   751.1   100.1   925.5    0.00
    2894    2007       5       1      13     6.8    25.0     2.3   270.0   770.6    92.9   972.1    0.00
    2895    2007       5       1      14     7.7    22.0     2.0   270.0   723.6   110.7   930.6    0.00
    2896    2007       5       1      15     7.3    27.0     3.7   270.0   636.4   142.9   835.6    0.00
    2897    2007       5       1      16     7.0    32.0     5.3   220.0   480.0   149.0   666.1    0.00
    2898    2007       5       1      17     6.6    37.0     7.0   220.0   406.7    96.2   804.5    0.00
    2899    2007       5       1      18     5.9    42.3     5.3   220.0   300.6    62.1   903.9    0.00
    2900    2007       5       1      19     5.1    47.7     3.7   190.0   150.3    45.5   753.1    0.00
    2901    2007       5       1      20     4.4    53.0     2.0   190.0    17.2    17.2     0.0    0.00
    2902    2007       5       1      21     3.8    53.7     2.7   190.0     0.6     0.6     0.0    0.00
    2903    2007       5       1      22     3.2    54.3     3.3   280.0     0.0     0.0     0.0    0.00
    2904    2007       5       1      23     2.6    55.0     4.0   280.0     0.0     0.0     0.0    0.00
    2905    2007       5       1       0     2.7    54.3     3.7   280.0     0.0     0.0     0.0    0.00
    2906    2007       5       1       1     2.9    53.7     3.3   270.0     0.0     0.0     0.0    0.00
    2907    2007       5       2       2     3.0    53.0     3.0   270.0     0.0     0.0     0.0    0.00
    2908    2007       5       2       3     2.7    60.0     3.0   270.0     0.0     0.0     0.0    0.00
    2909    2007       5       2       4     2.5    67.0     3.0   250.0     0.0     0.0     0.0    0.00
    2910    2007       5       2       5     2.2    74.0     3.0   250.0     1.9     1.9     0.0    0.00
    2911    2007       5       2       6     2.8    74.0     3.3   250.0    20.0    18.9     5.7    0.00
    2912    2007       5       2       7     3.3    74.0     3.7   240.0    51.9    48.5    10.7    0.00
    2913    2007       5       2       8     3.9    74.0     4.0   240.0    93.3    86.9    14.6    0.00
    2914    2007       5       2       9     4.3    79.0     5.0   240.0   167.5   152.6    27.5    0.00
    2915    2007       5       2      10     4.8    84.0     6.0   300.0    80.6    74.1    10.4    0.00
    2916    2007       5       2      11     5.2    89.0     7.0   300.0    95.8    89.2     9.7    0.26
    2917    2007       5       2      12     4.7    85.0     6.7   300.0   419.4   209.8   296.5    2.38
    2918    2007       5       2      13     4.3    81.0     6.3   350.0   462.8   271.8   272.5    0.64
    2919    2007       5       2      14     3.8    77.0     6.0   350.0   265.3   178.2   131.5    0.06
    2920    2007       5       2      15     3.9    80.3     7.0   350.0   406.7   231.2   295.8    0.13
    2921    2007       5       2      16     4.0    83.7     8.0   350.0   175.6   160.1    30.9    0.84
    2922    2007       5       2      17     4.1    87.0     9.0   350.0   133.1   123.0    26.0    0.19
    2923    2007       5       2      18     3.9    86.0     8.0   350.0    83.3    76.3    26.4    0.39
    2924    2007       5       2      19     3.8    85.0     7.0    10.0    51.1    46.5    31.6    0.26
    2925    2007       5       2      20     3.6    84.0     6.0    10.0    20.0    20.0     0.0    0.32
    2926    2007       5       2      21     2.8    86.0     5.0    10.0     1.4     1.4     0.0    0.13
    2927    2007       5       2      22     2.1    88.0     4.0    10.0     0.0     0.0     0.0    0.00
    2928    2007       5       2      23     1.3    90.0     3.0    10.0     0.0     0.0     0.0    0.00
    2929    2007       5       2       0     1.5    90.7     3.0    10.0     0.0     0.0     0.0    0.00
    2930    2007       5       2       1     1.7    91.3     3.0   340.0     0.0     0.0     0.0    0.00
    2931    2007       5       3       2     1.9    92.0     3.0   340.0     0.0     0.0     0.0    0.00
    2932    2007       5       3       3     1.1    93.3     2.3   340.0     0.0     0.0     0.0    0.00
    2933    2007       5       3       4     0.3    94.7     1.7   280.0     0.0     0.0     0.0    0.00
    2934    2007       5       3       5    -0.5    96.0     1.0   280.0    13.9    13.9     0.0    0.00
    2935    2007       5       3       6     1.5    88.3     1.3   280.0    93.9    32.0   312.9    0.00
    2936    2007       5       3       7     3.4    80.7     1.7   330.0   228.6    63.1   513.6    0.00
    2937    2007       5       3       8     5.4    73.0     2.0   330.0   330.0   133.0   447.8    0.00
    2938    2007       5       3       9     6.0    67.3     2.7   330.0   345.0   246.8   180.4    0.00
    2939    2007       5       3      10     6.5    61.7     3.3   300.0   361.1   256.5   166.6    0.00
    2940    2007       5       3      11     7.1    56.0     4.0   300.0   286.1   237.6    70.7    0.00
    2941    2007       5       3      12     7.8    51.0     4.0   300.0   294.7   245.8    68.9    0.00
    2942    2007       5       3      13     8.5    46.0     4.0   300.0   353.9   312.7    58.5    0.00
    2943    2007       5       3      14     9.2    41.0     4.0   300.0   345.3   294.6    76.1    0.00
    2944    2007       5       3      15     8.5    49.0     3.7   300.0   330.0   233.6   161.3    0.00
    2945    2007       5       3      16     7.8    57.0     3.3   280.0   134.4   125.5    17.7    0.00
    2946    2007       5       3      17     7.1    65.0     3.0   280.0    51.4    47.7     9.4    0.00
    2947    2007       5       3      18     6.5    72.0     3.0   280.0   143.1   128.6    53.5    0.04
    2948    2007       5       3      19     5.8    79.0     3.0   290.0    76.7    70.7    40.8    0.24
    2949    2007       5       3      20     5.2    86.0     3.0   290.0    19.7    19.7     0.0    0.04
    2950    2007       5       3      21     4.7    89.0     3.0   290.0     1.1     1.1     0.0    0.00
    2951    2007       5       3      22     4.1    92.0     3.0   270.0     0.0     0.0     0.0    0.08
    2952    2007       5       3      23     3.6    95.0     3.0   270.0     0.0     0.0     0.0    0.37
    2953    2007       5       3       0     3.5    95.0     2.0   270.0     0.0     0.0     0.0    0.37
    2954    2007       5       3       1     3.4    95.0     1.0   270.0     0.0     0.0     0.0    0.75
    2955    2007       5       4       2     3.3    95.0     0.0     0.0     0.0     0.0     0.0    0.75
    2956    2007       5       4       3     3.2    95.7     0.3   350.0     0.0     0.0     0.0    0.45
    2957    2007       5       4       4     3.0    96.3     0.7   350.0     0.0     0.0     0.0    0.30
    2958    2007       5       4       5     2.9    97.0     1.0   350.0     3.6     3.6     0.0    0.60
    2959    2007       5       4       6     3.1    95.0     2.0   350.0    24.7    22.1    12.7    0.00
    2960    2007       5       4       7     3.4    93.0     3.0    20.0    64.7    59.9    14.9    0.00
    2961    2007       5       4       8     3.6    91.0     4.0    20.0   170.6   155.4    34.2    0.00
    2962    2007       5       4       9     4.3    85.7     4.7    20.0   338.3   253.2   154.9    0.00
    2963    2007       5       4      10     4.9    80.3     5.3    20.0   324.4   241.3   131.4    0.00
    2964    2007       5       4      11     5.6    75.0     6.0    20.0   453.3   217.3   342.9    0.00
    2965    2007       5       4      12     5.7    73.0     6.7    20.0   268.9   236.6    45.2    0.00
    2966    2007       5       4      13     5.8    71.0     7.3   350.0   326.1   269.8    79.5    0.00
    2967    2007       5       4      14     5.9    69.0     8.0   350.0   495.0   297.6   295.0    0.00
    2968    2007       5       4      15     5.5    74.7     5.7   350.0   195.3   169.6    42.8    0.00
    2969    2007       5       4      16     5.2    80.3     3.3   180.0    91.7    85.2    12.9    0.00
    2970    2007       5       4      17     4.8    86.0     1.0   180.0   181.7   117.9   160.6    0.40
    2971    2007       5       4      18     4.5    87.0     1.3   180.0   208.9   155.9   192.3    0.67
    2972    2007       5       4      19     4.2    88.0     1.7   190.0    91.9    79.0    85.1    0.67
    2973    2007       5       4      20     3.9    89.0     2.0   190.0    21.4    21.4     0.0    0.27
    2974    2007       5       4      21     3.3    91.3     2.0   190.0     1.1     1.1     0.0    0.00
    2975    2007       5       4      22     2.8    93.7     2.0   280.0     0.0     0.0     0.0    0.00
    2976    2007       5       4      23     2.2    96.0     2.0   280.0     0.0     0.0     0.0    0.00
    2977    2007       5       4       0     2.0    91.7     2.7   280.0     0.0     0.0     0.0    0.00
    2978    2007       5       4       1     1.8    87.3     3.3   360.0     0.0     0.0     0.0    0.00
    2979    2007       5       5       2     1.6    83.0     4.0   360.0     0.0     0.0     0.0    0.70
    2980    2007       5       5       3     0.8    85.3     3.7   360.0     0.0     0.0     0.0    0.00
    2981    2007       5       5       4    -0.1    87.7     3.3   330.0     0.0     0.0     0.0    0.00
    2982    2007       5       5       5    -0.9    90.0     3.0   330.0    21.7    21.7     0.0    0.00
    2983    2007       5       5       6     0.6    81.3     3.3   330.0   110.0    31.8   379.1    0.00
    2984    2007       5       5       7     2.0    72.7     3.7    70.0   239.7    49.0   577.0    0.00
    2985    2007       5       5       8     3.5    64.0     4.0    70.0   379.4    61.0   708.7    0.00
    2986    2007       5       5       9     4.6    56.7     4.0    70.0   512.5    68.5   802.3    0.00
    2987    2007       5       5      10     5.8    49.3     4.0   160.0   626.9    74.8   868.0    0.00
    2988    2007       5       5      11     6.9    42.0     4.0   160.0   708.9    84.9   901.5    0.00
    2989    2007       5       5      12     6.9    41.7     4.7   160.0   741.4   138.4   839.7    0.00
    2990    2007       5       5      13     7.0    41.3     5.3   170.0   778.1   141.9   893.5    0.00
    2991    2007       5       5      14     7.0    41.0     6.0   170.0   705.8   196.6   756.6    0.00
    2992    2007       5       5      15     6.5    42.3     5.7   170.0   438.9   305.6   220.5    0.00
    2993    2007       5       5      16     6.1    43.7     5.3   160.0   280.6   245.4    68.7    0.00
    2994    2007       5       5      17     5.6    45.0     5.0   160.0   195.6   178.4    42.8    0.00
    2995    2007       5       5      18     5.3    43.3     4.3   160.0   107.5   100.0    26.9    0.00
    2996    2007       5       5      19     5.1    41.7     3.7   190.0    70.0    65.6    27.9    0.00
    2997    2007       5       5      20     4.8    40.0     3.0   190.0    20.6    20.6     0.0    0.00
    2998    2007       5       5      21     4.5    52.0     3.3   190.0     1.7     1.7     0.0    0.00
    2999    2007       5       5      22     4.1    64.0     3.7   160.0     0.0     0.0     0.0    0.00
    3000    2007       5       5      23     3.8    76.0     4.0   160.0     0.0     0.0     0.0    0.00
    3001    2007       5       5       0     3.9    71.7     4.0   160.0     0.0     0.0     0.0    0.00
    3002    2007       5       5       1     4.0    67.3     4.0   210.0     0.0     0.0     0.0    0.00
    3003    2007       5       6       2     4.1    63.0     4.0   210.0     0.0     0.0     0.0    0.00
    3004    2007       5       6       3     4.5    63.7     4.0   210.0     0.0     0.0     0.0    0.00
    3005    2007       5       6       4     5.0    64.3     4.0   230.0     0.0     0.0     0.0    0.00
    3006    2007       5       6       5     5.4    65.0     4.0   230.0     8.1     7.5     6.4    0.00
    3007    2007       5       6       6     6.4    62.3     5.0   230.0    30.8    28.5    11.1    0.00
    3008    2007       5       6       7     7.4    59.7     6.0   220.0    90.6    55.8   104.2    0.00
    3009    2007       5       6       8     8.4    57.0     7.0   220.0   281.7   169.8   247.4    0.00
    3010    2007       5       6       9     9.4    53.3     7.0   220.0   263.1   176.9   154.9    0.00
    3011    2007       5       6      10    10.4    49.7     7.0   220.0   388.9   225.2   255.7    0.00
    3012    2007       5       6      11    11.4    46.0     7.0   220.0   541.9   300.4   347.0    0.00
    3013    2007       5       6      12    11.8    44.7     8.3   220.0   648.6   372.8   382.1    0.00
    3014    2007       5       6      13    12.2    43.3     9.7   240.0   653.6   329.4   453.8    0.00
    3015    2007       5       6      14    12.6    42.0    11.0   240.0   261.4   216.2    66.9    0.00
    3016    2007       5       6      15    13.1    40.3     9.7   240.0   630.0   291.8   555.5    0.00
    3017    2007       5       6      16    13.6    38.7     8.3   230.0   503.6   248.9   494.5    0.00
    3018    2007       5       6      17    14.1    37.0     7.0   230.0   337.8   204.1   330.1    0.00
    3019    2007       5       6      18    13.1    40.7     6.0   230.0   289.7   115.9   611.9    0.00
    3020    2007       5       6      19    12.1    44.3     5.0   230.0   132.2    65.6   416.5    0.00
    3021    2007       5       6      20    11.1    48.0     4.0   230.0    39.7    39.7     0.0    0.00
    3022    2007       5       6      21    10.0    53.0     4.0   230.0     3.6     3.6     0.0    0.00
    3023    2007       5       6      22     9.0    58.0     4.0   180.0     0.0     0.0     0.0    0.00
    3024    2007       5       6      23     7.9    63.0     4.0   180.0     0.0     0.0     0.0    0.00
    3025    2007       5       6       0     7.4    65.3     3.7   180.0     0.0     0.0     0.0    0.00
    3026    2007       5       6       1     6.9    67.7     3.3   170.0     0.0     0.0     0.0    0.00
    3027    2007       5       7       2     6.4    70.0     3.0   170.0     0.0     0.0     0.0    0.00
    3028    2007       5       7       3     6.4    69.7     3.0   170.0     0.0     0.0     0.0    0.00
    3029    2007       5       7       4     6.5    69.3     3.0   160.0     0.0     0.0     0.0    0.00
    3030    2007       5       7       5     6.5    69.0     3.0   160.0    21.4    12.5    94.3    0.00
    3031    2007       5       7       6     8.0    64.3     3.3   160.0   108.9    36.3   338.0    0.00
    3032    2007       5       7       7     9.4    59.7     3.7   150.0   231.4    54.5   522.2    0.00
    3033    2007       5       7       8    10.9    55.0     4.0   150.0   365.0    69.5   646.4    0.00
    3034    2007       5       7       9    12.0    50.7     5.0   150.0   493.9    82.2   734.4    0.00
    3035    2007       5       7      10    13.2    46.3     6.0   160.0   607.5    88.6   807.3    0.00
    3036    2007       5       7      11    14.3    42.0     7.0   160.0   693.9    92.1   860.1    0.00
    3037    2007       5       7      12    15.1    39.3     7.0   160.0   741.7    95.0   891.5    0.00
    3038    2007       5       7      13    15.8    36.7     7.0   160.0   751.9    96.0   913.3    0.00
    3039    2007       5       7      14    16.6    34.0     7.0   160.0   725.8    99.2   922.2    0.00
